iter	MAPE	RMSE	R2	MAE
94	0.006827002828	0.1461808357	0.9816537448	0.09282462987
96	0.006777153236	0.1453947183	0.9818505358	0.09211779991
98	0.006750689233	0.1449063896	0.9819722461	0.09173250066
100	0.006709547045	0.1442213876	0.982142285	0.09114458799
102	0.006678914547	0.1436013327	0.9822955072	0.09074807238
104	0.006636814636	0.1430220411	0.9824380599	0.09014536084
106	0.006571523065	0.1422017124	0.9826389415	0.08922117315
108	0.006524636023	0.1414894836	0.9828124145	0.08861790036
110	0.006494874416	0.1409448272	0.9829444852	0.08819574812
112	0.006459855933	0.1402881605	0.9831030395	0.08774570296
114	0.006439584679	0.1398682629	0.9832040369	0.08748746043
116	0.006416101648	0.1394164793	0.9833123658	0.08715378462
118	0.006389592151	0.1390145041	0.983408457	0.0867643407
120	0.006363257405	0.1384121498	0.9835519288	0.08642112394
122	0.00632999058	0.1379583629	0.9836596027	0.08594094672
124	0.006307016099	0.1376315247	0.9837369352	0.08561623495
126	0.006286447429	0.1372795168	0.9838200181	0.08534327728
128	0.006261178432	0.1367715368	0.9839395392	0.08498591951
130	0.006240949283	0.1364293459	0.9840198025	0.08470570849
132	0.006215027002	0.1359940615	0.984121611	0.08434239119
134	0.006179005929	0.1354244678	0.9842543416	0.08386082882
136	0.0061436253	0.1349458695	0.9843654372	0.08335050344
138	0.006118149702	0.1344971342	0.9844692435	0.08301051335
140	0.006094212307	0.134033926	0.9845760352	0.08270173254
142	0.006064358337	0.1335268727	0.9846925128	0.08228020366
144	0.006056846387	0.1333241676	0.9847389537	0.08217921706
146	0.006029530111	0.132929098	0.9848292635	0.08180895698
148	0.006005052697	0.1325014388	0.984926721	0.08148245398
150	0.005984861847	0.1322038578	0.9849943502	0.08120965443
152	0.005967000637	0.1319543184	0.9850509442	0.08095895879
154	0.005945286267	0.1316064604	0.9851296577	0.08066059058
156	0.005918961807	0.1312152474	0.9852179334	0.08030858675
158	0.005907958955	0.1309618342	0.9852749748	0.08016609284
160	0.005886922035	0.1305157577	0.9853751154	0.07989504209
162	0.005859607527	0.1300377422	0.9854820469	0.07951937633
164	0.005832303144	0.129680904	0.9855616153	0.07915524069
166	0.005811995198	0.1293080257	0.9856445269	0.07888057641
168	0.005781919966	0.1288411076	0.985748012	0.07843124542
170	0.005760935203	0.1284356179	0.9858375788	0.078146125
172	0.005735714934	0.1280767237	0.9859166177	0.07779320469
174	0.005716110827	0.1276859827	0.9860024188	0.07753705696
176	0.005703354481	0.1274376919	0.9860568037	0.07737466692
178	0.005685937964	0.1272217411	0.9861040188	0.07712103449
180	0.005668871825	0.1269093213	0.986172184	0.07689875459
182	0.005647754561	0.126540337	0.9862524749	0.07659700411
184	0.005627317703	0.126134788	0.9863404525	0.07632839517
186	0.00561051732	0.1258652922	0.9863987593	0.07608609089
188	0.005590635483	0.1255251304	0.986472177	0.07580433727
190	0.005561840908	0.1251251747	0.986558246	0.07540810158
192	0.005530148791	0.1245573168	0.9866799751	0.07498570844
194	0.005513964918	0.1242590721	0.9867436867	0.07475886606
196	0.005497731387	0.1238726602	0.9868260055	0.07453454073
198	0.005481091928	0.1235829152	0.9868875628	0.0742924057
200	0.005461987371	0.1232808485	0.9869515845	0.07403083021
202	0.005447150489	0.1230896599	0.986992025	0.07381818287
204	0.005421692779	0.1226269243	0.9870896439	0.07346902579
206	0.005391741994	0.1221445331	0.987191018	0.07307489985
208	0.005375892499	0.1218855708	0.9872452738	0.07286574534
210	0.005363496658	0.1216472984	0.9872950932	0.07269592828
212	0.005348739663	0.121437346	0.9873389104	0.07248339047
214	0.005333667664	0.121109074	0.9874072693	0.07228002004
216	0.005317996724	0.1208265753	0.9874659483	0.07207579239
218	0.005301856955	0.1206038278	0.9875121195	0.0718452289
220	0.005289093204	0.1203427415	0.9875661292	0.0716748458
222	0.005274174443	0.1200139312	0.9876339821	0.07148437081
224	0.005262669986	0.1197343057	0.9876915391	0.07133076378
226	0.005248457944	0.1193470572	0.9877710272	0.07115345493
228	0.005234248014	0.1190988723	0.9878218352	0.07096009279
230	0.00521824836	0.1187990084	0.9878830817	0.07073763556
232	0.005205263142	0.1185808535	0.9879275423	0.07056045415
234	0.005192973155	0.118376777	0.9879690597	0.07039276411
236	0.005174812838	0.1181514227	0.9880148228	0.07013065798
238	0.005166308002	0.1179605825	0.9880535089	0.07001907566
240	0.005155302639	0.1178021398	0.98808558	0.06986895078
242	0.00514747698	0.1176364351	0.9881190749	0.0697653393
244	0.005130190629	0.117316479	0.9881836162	0.0695329867
246	0.005123344885	0.1171490447	0.9882173209	0.06943939725
248	0.005114052741	0.1169639525	0.988254524	0.06932031286
250	0.005091676585	0.1165488574	0.9883377435	0.0690291265
252	0.005085646962	0.1163671962	0.9883740704	0.06894734295
254	0.005077457545	0.1161975878	0.9884079359	0.06883770327
256	0.005065029947	0.1159244395	0.9884623713	0.06867367324
258	0.00505689936	0.1156904205	0.9885089068	0.06857099673
260	0.005045947982	0.1154840272	0.9885498707	0.06842203615
262	0.005033456655	0.1152374102	0.9885987222	0.06825398189
264	0.005009391145	0.1149421531	0.9886570712	0.06792419518
266	0.004994950507	0.1147280386	0.9886992911	0.06771752324
268	0.004988012428	0.1145746897	0.9887294807	0.06762578602
270	0.004976374929	0.1142817258	0.9887870437	0.0674811511
272	0.004963072505	0.1140162365	0.9888390811	0.0673056095
274	0.004948760179	0.1137569017	0.9888897953	0.06710850028
276	0.004941582646	0.1135927165	0.9889218429	0.06701617738
278	0.004923916674	0.1132676535	0.9889851559	0.06678049069
280	0.004912235842	0.1130346034	0.9890304357	0.06661947494
282	0.004905905648	0.1128896711	0.9890585479	0.06653683737
284	0.004894486918	0.1127160372	0.9890921798	0.06638358235
286	0.004885752349	0.1125026831	0.9891334343	0.06626493483
288	0.00487116181	0.1122778415	0.9891768256	0.06605947498
290	0.004864367712	0.1121349865	0.9892043494	0.06596274412
292	0.004854489084	0.1118594516	0.9892573378	0.0658405919
294	0.004848329991	0.1117075859	0.9892864875	0.06575928878
296	0.004842665862	0.1115629297	0.9893142165	0.06568634088
298	0.004832743409	0.1113529715	0.9893543994	0.06555218962
300	0.004824486267	0.1112055113	0.9893825757	0.06543671227
302	0.004809825829	0.1110400918	0.9894141393	0.06522500756
304	0.004800015532	0.1108591402	0.9894486128	0.0650956176
306	0.004789859318	0.1106743101	0.9894837671	0.06495252771
308	0.004775861738	0.1104630139	0.9895238833	0.06476611062
310	0.004768073103	0.1103124043	0.989552431	0.06465062608
312	0.004754340366	0.1100865568	0.9895951667	0.06446267303
314	0.004745152322	0.1098978063	0.9896308156	0.06433891935
316	0.00473567464	0.1097310051	0.9896622681	0.06421038573
318	0.004731097581	0.1096169611	0.9896837451	0.06415199461
320	0.004725551295	0.1094633507	0.989712638	0.06408136649
322	0.004717062012	0.1092613242	0.9897505758	0.0639626498
324	0.004706287507	0.1090779403	0.9897849521	0.06380605794
326	0.004700183232	0.108961121	0.9898068205	0.06372309504
328	0.00468857959	0.1087494291	0.989846389	0.06356685142
330	0.004682875706	0.1085980478	0.9898746374	0.06349112231
332	0.004668344499	0.1083962822	0.9899122265	0.06329959569
334	0.004661519678	0.1082695755	0.9899357963	0.0632088938
336	0.004651564296	0.1080456664	0.9899773803	0.06307925553
338	0.004642676623	0.1078238858	0.990018484	0.06296779965
340	0.004631219018	0.1076319745	0.9900539838	0.06281686362
342	0.004628753704	0.1075440142	0.9900702335	0.06278250369
344	0.004623267454	0.1073906464	0.9900985349	0.0627096375
346	0.004618134134	0.107276635	0.9901195475	0.06264107421
348	0.004605178519	0.107050262	0.9901612026	0.06246512613
350	0.004596821835	0.1068577397	0.9901965595	0.0623579277
352	0.004592022107	0.1067491678	0.9902164708	0.06229639694
354	0.004588819726	0.1066665665	0.9902316057	0.0622557065
356	0.004581349718	0.1065765656	0.9902480831	0.06214766917
358	0.00457131381	0.1063814191	0.9902837628	0.06201042555
360	0.004563431396	0.106238022	0.9903099392	0.06189346141
362	0.00456078229	0.1061743232	0.9903215558	0.06185266185
364	0.004552280662	0.1060044699	0.9903524974	0.06173341186
366	0.00454196821	0.1058366426	0.9903830212	0.06159210543
368	0.004530340811	0.1055261798	0.9904393597	0.06144253738
370	0.004516211606	0.1052616353	0.9904872349	0.06124688658
372	0.004506239251	0.1050660845	0.9905225469	0.06111327051
374	0.004498637012	0.1049181323	0.9905492201	0.06100534072
376	0.004492639788	0.1047874888	0.9905727415	0.06092533112
378	0.004487782076	0.1046810846	0.9905918772	0.06086054723
380	0.00447288538	0.1044628359	0.9906310662	0.0606512148
382	0.004467444677	0.1042945234	0.9906612327	0.06058411878
384	0.004462493912	0.1041820228	0.9906813689	0.06051395903
386	0.004457709854	0.1040865514	0.9906984401	0.0604448171
388	0.004447626203	0.1039151451	0.9907290499	0.06031245609
390	0.004436086407	0.1037312931	0.9907618261	0.0601533328
392	0.004430844018	0.1035731976	0.9907899642	0.06008578278
394	0.004425396882	0.1034454656	0.9908126668	0.06001264794
396	0.004422058491	0.1033560833	0.9908285366	0.05997044357
398	0.004418512611	0.1032559199	0.9908463043	0.05992042349
400	0.004404763003	0.1030756763	0.9908782338	0.05973343736
402	0.004394954468	0.1029431981	0.9909016663	0.05959733589
404	0.004389745914	0.1028510605	0.9909179456	0.05952278246
406	0.004387148424	0.1027824969	0.9909300503	0.05948949167
408	0.004383199132	0.1026808838	0.990947975	0.05943868357
410	0.004373901393	0.1025069837	0.99097861	0.0593122618
412	0.004368396453	0.1023406488	0.9910078637	0.05923996776
414	0.004360581365	0.1021663582	0.9910384656	0.05913611303
416	0.004352083371	0.102041501	0.991060356	0.05901867286
418	0.004345638414	0.1019454075	0.9910771852	0.05892247039
420	0.004338431049	0.1017594606	0.9911097056	0.05883104937
422	0.004331538276	0.1016493105	0.9911289419	0.0587367852
424	0.004323516277	0.1015011077	0.9911547907	0.05863116221
426	0.004314907376	0.1012899779	0.9911915498	0.05852166334
428	0.004311571033	0.1012267445	0.9912025443	0.0584756458
430	0.004304335058	0.1010946398	0.9912254913	0.05838158109
432	0.004293918081	0.1008927911	0.9912604953	0.05824534297
434	0.004282202419	0.1007276168	0.9912890872	0.05808683293
436	0.004276966772	0.1005623471	0.9913176488	0.05802112797
438	0.004270346111	0.1004221624	0.9913418384	0.05793144728
440	0.004267686003	0.1003499785	0.991354281	0.05789840861
442	0.004263474432	0.1002467813	0.9913720539	0.05784471246
444	0.004254910259	0.1001059573	0.9913962775	0.05772700438
446	0.004251323569	0.1000303198	0.9914092741	0.05767539277
448	0.004246200921	0.09991959762	0.9914282815	0.05759852331
450	0.004240117981	0.09981130197	0.9914468519	0.05751394687
452	0.004236850674	0.09972375859	0.9914618491	0.05747206204
454	0.004231847105	0.09961207844	0.9914809621	0.05740746215
456	0.00422512234	0.09948994573	0.9915018394	0.05731117314
458	0.004218554639	0.09937236225	0.9915219148	0.05722300801
460	0.004213252456	0.09923488682	0.9915453564	0.0571567273
462	0.004210912378	0.09916498168	0.9915572638	0.05712649247
464	0.004204774658	0.09903632002	0.9915791576	0.05704173694
466	0.004199278336	0.09891824523	0.9915992249	0.05697038265
468	0.004192662102	0.09879173322	0.9916206996	0.05688380224
470	0.00418629651	0.09868885261	0.9916381428	0.05678945037
472	0.004177835356	0.09854576315	0.991662373	0.05667093815
474	0.004167517881	0.09835464849	0.9916946808	0.05653670583
476	0.004160601109	0.09818081415	0.9917240129	0.05644940058
478	0.004155645166	0.09808234545	0.991740605	0.05638242485
480	0.004149703799	0.09794740447	0.9917633158	0.05630863337
482	0.004146791588	0.09788238084	0.9917742483	0.05627041515
484	0.004144822655	0.09783922714	0.9917814997	0.05624590168
486	0.004140199571	0.09775360035	0.9917958787	0.05618160314
488	0.004136749865	0.09764755466	0.9918136691	0.05613927655
490	0.004130122882	0.09746954563	0.9918434889	0.05605026009
492	0.004122423453	0.0973082935	0.9918704546	0.05595112485
494	0.004118490809	0.09717725565	0.9918923348	0.05589980696
496	0.004115819389	0.09709341625	0.9919063184	0.05586301831
498	0.004112011399	0.09699627505	0.9919225057	0.05581089627
499	0.004109251589	0.09693728297	0.991932328	0.05577532379
